Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,
Discount Tire,Vendor Managed Inventory,100,8.2,10,92,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$86,117,866 ",
Tire Kingdom,Efficient Consumer Response,300,4.2,10,92,92,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$71,709,885 ",
NTB - National Tire & Battery,Sustainable SCM,400,5,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,82,12,7,High,90,85,"$25,050,091 ",
America's Tire,Lean Manufacturing,400,5.8,20,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,12,Medium,85,80,"$29,264,327 ",
Mavis Discount Tire,Agile SCM,300,4,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$69,019,570 ",
Tuffy Tire & Auto Service,Lean Manufacturing,150,4,18,87,85,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$65,541,802 ",
Precision Tune Auto Care,Agile SCM,500,6,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$26,063,246 ",
Mr. Tire Auto Service Centers,Demand-Driven SCM,300,4.5,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$529,526 ",
Hibdon Tires Plus,Lean Manufacturing,200,6.5,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$100,357,450 ",
Tire Warehouse,Agile SCM,"20,000",6,10,90,90,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,80,11,8,High,87,85,"$18,100,700 ",
Town Fair Tire,Vendor Managed Inventory,500,4.2,12,88,91,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,80,8,15,Medium,80,78,"$108,664,779 ",
Tire Barn Warehouse,Vendor Managed Inventory,100,4.5,12,89,87,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$97,684,849 ",
Tires Plus,Agile SCM,200,10,12,90,89,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,"$71,531,066 ",
Tire Discounters,Agile SCM,"20,000",6.2,14,90,90,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,82,9,12,Medium,85,85,"$62,460,304 ",
AAA Car Care,Sustainable SCM,400,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,81,11,8,High,88,85,"$19,699,314 ",
Big Brand Tire & Service,Vendor Managed Inventory,"1,500",5,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$34,655,000 ",
Dunn Tire,Just-In-Time,200,6,14,88,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,"$46,792,156 ",
Belle Tire,Vendor Managed Inventory,500,5,8,94,88,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,"$8,658,145 ",
Sullivan Tire and Auto Service,Lean Manufacturing,300,5.2,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$62,182,822 ",
Bruce's Tire,Lean Manufacturing,500,4.2,10,90,92,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$65,377,053 ",
Plaza Tire Service,Lean Manufacturing,250,4.2,11,90,89,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,80,10,8,High,88,85,"$78,535,843 ",
Fleet Farm,Vendor Managed Inventory,300,5.8,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,"$78,384,477 ",
Costco Tire Center,Agile SCM,250,4,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$20,560,092 ",
Sam's Club Tire & Battery Center,Vendor Managed Inventory,"10,000",10,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$74,023,415 ",
Sears Auto Center,Agile SCM,100,4,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",82,20,5,High,90,85,"$87,220,898 ",
Walmart Auto Care Centers,Agile SCM,"75,000",6,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,"$89,843,596 ",
Pep Boys,Lean Manufacturing,"70,000",5.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,82,9,15,Medium,85,80,"$58,743,504 ",
O'Reilly Auto Parts,Lean Manufacturing,100,6,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,81,10,10,Medium,85,80,"$73,963,365 ",
AutoZone,Agile SCM,200,50,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$61,088 ",
Advance Auto Parts,Lean Manufacturing,500,6.2,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$13,022,705 ",
NAPA Auto Parts,Vendor Managed Inventory,300,4.2,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$80,558,428 ",
Jiffy Lube,Lean Manufacturing,300,10,10,90,94,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$23,484,188 ",
Valvoline Instant Oil Change,Demand-Driven SCM,500,5.2,10,92,91,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$13,081,783 ",
Meineke,Lean Manufacturing,400,3.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,"$61,071,027 ",
Firestone Complete Auto Care,Sustainable SCM,150,8.2,20,88,87,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,80,"$105,747,066 ",
Goodyear Auto Service,Lean Manufacturing,100,5.2,18,90,91,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$47,911,177 ",
Midas,Vendor Managed Inventory,200,7,7,98,89,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,"$103,221,528 ",
Big O Tires,Lean Manufacturing,150,5.5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,82,10,8,High,90,85,"$22,178,435 ",
Les Schwab Tire Centers,Vendor Managed Inventory,"20,000",6,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,"$38,498,938 ",
Discount Tire,Agile SCM,100,6,22,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$53,363,405 ",
Tire Kingdom,Lean Manufacturing,"1,300,000",10,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$82,396,203 ",
NTB - National Tire & Battery,Agile SCM,200,8.3,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$31,657,525 ",
America's Tire,Sustainable SCM,300,6,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$22,993,421 ",
Mavis Discount Tire,Lean Manufacturing,100,5,20,88,85,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$35,581,226 ",
Tuffy Tire & Auto Service,Agile SCM,400,7.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$96,302,108 ",
Precision Tune Auto Care,Lean Manufacturing,150,6,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,"$94,804,868 ",
Healthcare Companies (continued):,Vendor Managed Inventory,150,6,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$16,037,628 ",
Mr. Tire Auto Service Centers,Agile SCM,100,4,7,98,94,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$62,468,860 ",
Hibdon Tires Plus,Sustainable SCM,300,4.2,18,88,91,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80,"$11,392,367 ",
Tire Warehouse,Vendor Managed Inventory,150,4.5,12,91,89,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,81,11,10,High,88,85,"$5,723,602 ",
Town Fair Tire,Just-In-Time,500,5,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$83,139,153 ",
Tire Barn Warehouse,Lean Manufacturing,400,4.5,14,90,88,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,85,10,10,Medium,85,80,"$36,093,881 ",
Tires Plus,Agile SCM,300,4,7,99,93,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,"$20,568,698 ",
Tire Discounters,Demand-Driven SCM,300,5,10,93,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$72,193,786 ",
AAA Car Care,Agile SCM,100,5.8,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$104,001,739 ",
Big Brand Tire & Service,Agile SCM,300,5.5,7,98,91,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90,"$36,998,517 ",
Dunn Tire,Agile SCM,300,10.5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$29,933,824 ",
Belle Tire,Cross-Docking,"10,000",5.8,9,92,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,"$88,720,438 ",
Sullivan Tire and Auto Service,Agile SCM,"20,000",7,2,98,92,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$30,024,205 ",
Bruce's Tire,Lean Manufacturing,500,5.2,15,91,94,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,85,"$6,659,909 ",
Plaza Tire Service,Just-In-Time,200,6,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,81,12,7,High,90,85,"$99,471,733 ",
Fleet Farm,Agile SCM,100,7.2,10,92,90,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$51,939,267 ",
Costco Tire Center,Demand-Driven SCM,150,6,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$106,328,086 ",
Sam's Club Tire & Battery Center,Vendor Managed Inventory,250,5.5,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$61,580,594 ",
Sears Auto Center,Vendor Managed Inventory,400,7,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,"$109,356,967 ",
Walmart Auto Care Centers,Vendor Managed Inventory,200,4.5,2,98,91,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,"$90,053,375 ",
Pep Boys,Lean Manufacturing,"20,000",10,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,80,10,8,High,90,85,"$13,953,368 ",
O'Reilly Auto Parts,Lean Manufacturing,500,5,15,91,89,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80,"$95,282,727 ",
AutoZone,Lean Manufacturing,200,6,3,97,88,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,"$16,861,871 ",
Advance Auto Parts,Lean Manufacturing,300,5,12,91,87,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$89,268,368 ",
NAPA Auto Parts,Agile SCM,100,4.2,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,82,12,7,High,90,85,"$19,164,529 ",
Jiffy Lube,Lean Manufacturing,250,6.5,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,81,11,10,High,88,85,"$77,183,766 ",
Valvoline Instant Oil Change,Lean Manufacturing,"20,000",7.5,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,"$81,052,419 ",
Meineke,Agile SCM,150,5.8,10,90,92,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,81,11,8,High,88,85,"$105,258,174 ",
Firestone Complete Auto Care,Sustainable SCM,"1,300,000",5,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$86,601,595 ",
Goodyear Auto Service,Agile SCM,200,5.5,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$82,896,668 ",
Midas,Lean Manufacturing,200,6.5,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$21,130,344 ",
Big O Tires,Agile SCM,500,6,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$79,569,120 ",
Les Schwab Tire Centers,Demand-Driven SCM,150,5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$66,009,352 ",
Discount Tire,Agile SCM,250,5.8,14,90,91,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,"$7,654,910 ",
Tire Kingdom,Lean Manufacturing,300,4,8,94,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85,"$35,213,499 ",
NTB - National Tire & Battery,Agile SCM,"100,000",4.5,15,91,91,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$23,637,223 ",
America's Tire,Lean Manufacturing,200,5.5,4,95,89,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85,"$55,403,797 ",
Mavis Discount Tire,Agile SCM,"10,000",5.8,15,95,90,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,82,8,12,Medium,88,85,"$62,744,323 ",
Tuffy Tire & Auto Service,Lean Manufacturing,"1,000,000",5.2,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,81,10,10,Medium,85,80,"$106,388,867 ",
Precision Tune Auto Care,Vendor Managed Inventory,200,4.2,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$108,880,613 ",
Mr. Tire Auto Service Centers,Efficient Consumer Response,300,8.2,11,90,87,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$106,469,763 ",
Hibdon Tires Plus,Sustainable SCM,150,4.2,9,93,93,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,"$23,685,748 ",
Tire Warehouse,Lean Manufacturing,100,5,5,93,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,"$85,390,465 ",
Town Fair Tire,Agile SCM,100,5.8,10,92,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$49,583,877 ",
Tire Barn Warehouse,Lean Manufacturing,300,4,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,80,12,8,High,89,85,"$100,346,633 ",
Tires Plus,Agile SCM,400,4,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,80,12,7,High,90,85,"$99,483,855 ",
Tire Discounters,Demand-Driven SCM,400,6,20,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80,"$40,910,173 ",
AAA Car Care,Lean Manufacturing,300,4.5,7,98,85,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$23,508,103 ",
Big Brand Tire & Service,Agile SCM,150,6.5,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,82,9,15,Medium,85,80,"$69,562,617 ",
Dunn Tire,Vendor Managed Inventory,500,6,9,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85,"$89,589,818 ",
Belle Tire,Vendor Managed Inventory,1200,4.2,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$10,959,015 ",
Sullivan Tire and Auto Service,Agile SCM,359,4.5,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$45,968,758 ",
Bruce's Tire,Agile SCM,459,10,10,90,91,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,"$44,165,850 ",
Plaza Tire Service,Sustainable SCM,876,6.2,12,88,87,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,"$36,081,387 ",
Fleet Farm,Vendor Managed Inventory,655,4.2,12,89,89,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$38,791,629 ",
Costco Tire Center,Just-In-Time,4444,5,12,90,90,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,80,9,8,High,88,85,"$37,342,773 ",
Sam's Club Tire & Battery Center,Vendor Managed Inventory,433,6,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,80,9,12,Medium,85,85,"$60,472,383 ",
Sears Auto Center,Lean Manufacturing,12000,5,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$109,500,887 ",
Walmart Auto Care Centers,Lean Manufacturing,300,5.2,10,94,92,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$67,606,427 ",
Pep Boys,Lean Manufacturing,200,4.2,14,88,88,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,82,10,10,Medium,85,80,"$78,911,294 ",
O'Reilly Auto Parts,Vendor Managed Inventory,"20,000",4.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,81,10,5,High,90,85,"$59,855,505 ",
AutoZone,Agile SCM,500,5.8,11,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$52,631,084 ",
Advance Auto Parts,Vendor Managed Inventory,100,4,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$103,312,087 ",
NAPA Auto Parts,Agile SCM,200,10,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,"$5,001,046 ",
Jiffy Lube,Agile SCM,"20,000",4,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$58,245,346 ",
Valvoline Instant Oil Change,Lean Manufacturing,400,6,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$34,045,667 ",
Meineke,Lean Manufacturing,"1,500",5.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$85,157,822 ",
Firestone Complete Auto Care,Agile SCM,200,6,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85,"$12,796,933 ",
Goodyear Auto Service,Lean Manufacturing,500,50,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$54,847,137 ",
Midas,Vendor Managed Inventory,300,6.2,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$43,558,993 ",
Big O Tires,Lean Manufacturing,500,4.2,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80,"$103,982,441 ",
Les Schwab Tire Centers,Demand-Driven SCM,250,10,18,88,85,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,81,10,12,Medium,85,80,"$448,346 ",
Discount Tire,Lean Manufacturing,300,5.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85,"$51,152,701 ",
Tire Kingdom,Sustainable SCM,250,3.5,10,92,94,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85,"$88,825,084 ",
NTB - National Tire & Battery,Lean Manufacturing,"10,000",8.2,10,90,91,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,"$26,658,610 ",
America's Tire,Vendor Managed Inventory,100,5.2,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$8,849,852 ",
Mavis Discount Tire,Lean Manufacturing,"75,000",7,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$12,719,243 ",
Tuffy Tire & Auto Service,Vendor Managed Inventory,"70,000",5.5,20,88,91,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$33,267,859 ",
Precision Tune Auto Care,Agile SCM,100,6,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$39,301,805 ",
Mr. Tire Auto Service Centers,Lean Manufacturing,200,6,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,"$36,601,695 ",
Hibdon Tires Plus,Agile SCM,500,10,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,"$55,105,832 ",
Tire Warehouse,Sustainable SCM,300,8.3,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$11,552,292 ",
Town Fair Tire,Lean Manufacturing,300,6,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$61,704,883 ",
Tire Barn Warehouse,Agile SCM,500,5,10,94,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,82,12,7,High,90,85,"$53,953,230 ",
Tires Plus,Lean Manufacturing,400,7.5,15,91,93,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,81,10,10,Medium,85,80,"$77,189,211 ",
Tire Discounters,Vendor Managed Inventory,150,6,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$35,154,829 ",
AAA Car Care,Agile SCM,100,6,20,88,90,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$23,240,985 ",
Big Brand Tire & Service,Sustainable SCM,200,4,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$56,972,562 ",
Dunn Tire,Vendor Managed Inventory,150,4.2,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$54,006,164 ",
Belle Tire,Just-In-Time,"20,000",4.5,11,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$6,195,201 ",
Sullivan Tire and Auto Service,Lean Manufacturing,100,5,7,98,91,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90,"$22,558,782 ",
Bruce's Tire,Agile SCM,"1,300,000",4.5,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,"$16,663,289 ",
Plaza Tire Service,Demand-Driven SCM,200,4,12,91,93,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$55,257,852 ",
Fleet Farm,Agile SCM,300,5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$10,320,856 ",
Costco Tire Center,Agile SCM,100,5.8,14,90,93,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,82,10,10,Medium,85,80,"$23,841,963 ",
Sam's Club Tire & Battery Center,Agile SCM,400,5.5,7,99,92,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,81,15,3,High,95,90,"$39,673,333 ",
Sears Auto Center,Cross-Docking,150,4,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$62,976,037 ",
Walmart Auto Care Centers,Agile SCM,150,7.7,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$17,824,014 ",
Pep Boys,Lean Manufacturing,100,9,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$26,365,211 ",
Yara International,Just-In-Time,300,2,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$7,887,740 ",
Nutrien,Agile SCM,150,1,9,92,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,"$22,268,807 ",
The Mosaic Company,Demand-Driven SCM,500,7,2,98,94,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85,"$48,900,484 ",
